,principal_0,principal_1,principal_2,principal_3,principal_4
0,709.535475329306,-566.6701335806295,485.07848650789145,9.27600447566119,1.217473196274999
1,-151.08393819513063,-649.2401175245124,896.5414207493363,30.48538623129206,-5.854386110367658
2,548.780814368393,-876.7400111264521,484.44163098027667,41.90448853186221,-10.009406675240273
3,1079.5082914282673,645.3574522834506,411.04723904881087,19.096718724853446,3.364479442109932
4,1029.4521530352624,-150.4254664565514,428.7286794267221,-21.57295852884793,-4.32809535341482
5,1496.1817234432397,37.86745999521004,10.66932336242701,36.47959240794826,-15.312962004868877
6,-429.56754465635345,18.308604455361163,34.36276926118301,2.8943191070613223,-10.607008805874964
7,1830.2081398376774,461.5767423645932,-128.46709260662988,-20.758955275765427,-4.748926562688817
8,354.8503558963341,-971.4678272506583,152.31881719037236,8.715967667965039,9.388773270962993
9,1603.5911855904221,690.0284565909417,-353.2316638803429,-14.471535920307032,-4.721351481791216
10,2326.1733795781943,104.456065165944,-324.50446321671234,-18.96727031708695,-0.11170365891178731
11,-51.713076901944,185.87296573489766,851.5802790882883,14.642361127691347,13.151255864645092
12,2210.1623808803192,465.8551039958919,-207.16224337296418,-0.09091824319326641,-10.743521805048196
13,436.66444561170084,210.6744562213644,-205.29693767535707,11.933636565087902,24.8423185418249
14,1380.2600217692584,271.1898232027029,64.01854276662974,10.878831817863887,19.264448501910675
15,1561.9356989419498,-657.3129569527625,5.833656690093377,-4.665787197054755,-7.082178661865468
16,896.5799004298688,275.4723285389159,-303.7260711471322,-28.13330645583849,0.2971012874738972
17,1153.1079157422555,-505.8346017068931,387.47939830458796,-12.453438867661239,-4.984131245964458
18,-699.467785751876,467.5881012057801,33.474388610358496,-23.912698076833003,-2.3699683654147363
19,38.383196280448274,902.1458951272912,-338.19178256512663,34.95491516468954,-17.598258775411068
20,-563.9275828187084,100.13602964723596,-250.5158969457368,-10.782053833929137,-7.8834528580877885
21,-1729.2072882558152,544.6760681460837,394.04136553922746,-32.27967643161097,6.1470443135858055
22,898.1022188379784,348.5263446113381,17.14170234823608,-12.050000485187752,-7.542937250088464
23,949.6705934402347,-983.7672039932772,-154.92607982368435,12.384364832485979,12.1068634804998
24,1354.653610222659,36.42635373913027,-369.63446062445115,0.7426624164290334,5.272313055772243
25,14.780037432850612,-137.3946763093337,-248.984424213766,-7.762707604500661,4.118982410744952
26,-199.85619438545794,98.83662047691311,-40.47132640521157,30.61563498981703,-8.728180466276866
27,365.4521814216144,304.93706306220946,603.9601986973624,-24.465226730490674,0.8831575161054696
28,492.71083198329995,26.723650355297213,-216.84804710667652,48.989987402579594,-10.952795898713218
29,502.90447577669016,5.569503236840122,-176.75740300888944,1.04574264648126,2.1208927859827376
30,459.0042595582835,-699.3045228777703,-84.27548067454143,-3.6668425430155924,6.264070363763013
31,-204.96727246535764,393.8241415655201,162.9871403037498,34.28340259512327,-9.925101204979473
32,485.4263655736747,145.40487703301156,-412.2066626138605,-17.33863794187755,1.3078545345608281
33,848.1298476550038,107.61796641808512,-215.48659809044855,-15.683556809505212,-0.45206931472400036
34,477.7791412341741,-271.542893746603,-236.6588102052882,-0.5011927864682394,-0.4303892045131675
