,principal_0,principal_1,principal_2,principal_3,principal_4
0,-257.8437612480067,-1210.2451961433728,188.94486566659873,-1.0093984276757157,-10.0787537830787
1,-257.8439557294073,-1210.2449565523318,188.945106793142,-0.992339418208926,-10.08966496883406
2,-352.77777576732916,-1104.7807619442424,299.6976220625741,-1.4553496640510748,-9.357061139082681
3,-352.77797024872984,-1104.7805223532046,299.6978631891169,-1.4382906545844714,-9.367972324837954
4,48.8530235272887,-921.220965153087,-691.4640255007597,-34.15834371298323,3.844412737934472
5,1231.396214269569,408.26062383465205,281.72789371184643,-20.43285668158301,7.078152299022463
6,1808.6731370791572,37.30662628033683,-32.42263237974383,-11.273916350001747,2.909690466331745
7,392.47614381076255,223.75245449063752,383.734904951235,-9.965496442954358,-9.085687824778297
8,1392.3567524689963,-365.20186780399,148.69380081528658,10.666376335899464,3.4740221436334866
9,1079.5460486095437,-421.5800015164989,-481.96585448277284,3.7559112189735866,3.519979138319686
10,772.2010261003768,993.5733778806807,1341.4379121976901,1.9858794461116285,-6.981924237681859
11,383.8124819173264,-214.71024733190106,-22.197094171329564,-25.414589840490734,-8.582521571860694
12,1338.3356198361325,-391.61503013388045,206.9842283342263,-18.398242002406597,6.572966095711862
13,1587.8993722895996,-509.24693967510916,-247.01019589347385,20.6484505113068,-5.04859121277879
14,279.5211975343269,-1.043230909199643,382.20335925355175,-30.03915185845041,-1.1292921484987501
15,673.9676205355427,-321.9108139537594,263.6841678984094,9.566019465804768,15.334592485196538
16,366.80202185066213,432.5101456320563,-95.61788158653084,-19.34759171449022,-3.5176463464529784
17,1183.2764361399854,-2.58564331712785,4.259674709971726,-32.105805676202046,7.1640142337255615
18,1535.0161818613342,416.3441328183513,-504.2084149914517,-16.018693390635654,-3.534236076437672
19,-882.2781996312065,-361.31813737870004,70.73678122461456,-16.859187781063024,-13.820600520674574
20,-252.05737573660838,-137.23279978822524,542.2268192366488,-20.27443141768744,-1.7573013672420421
21,394.45053738986655,507.8847836162553,62.919115618107774,22.9716133372817,20.345381925582522
22,1179.567332319901,1003.0827200481017,461.099631044375,16.30646760786464,-9.68969894865621
23,1179.5674781364467,1003.0829018387476,461.0998181797642,16.342928912521323,-9.661870814214844
24,960.4229667974487,798.3221250156598,468.2351903300053,14.96072165880473,-8.159045093933837
25,960.4231126139917,798.322306806306,468.2353774653948,14.997182963461375,-8.131216959492507
26,1579.3653312952326,-24.963995212070344,433.5840096015769,-13.267979787376051,1.281842259801363
27,321.45462717989415,-1404.523455265827,168.41238530024324,-10.869624598201375,-2.9605864097161616
28,478.12551560636985,345.2418089184401,-311.9786008920366,-5.233591485977751,-3.1270196218063324
29,37.550579367779555,-229.5245723164287,403.89328307065784,21.078841295487766,-1.965322388658683
30,1325.9125464531653,-777.7227413307105,-824.0047019797807,-11.32015595455571,-1.4222027172806992
31,1056.561848901889,344.12287295384505,-278.2464433586786,-3.3039014184957716,-7.930181560801824
32,1012.5406124572545,455.94959078472516,-355.79060292270316,2.4268667458754845,0.062451894904305305
33,466.4388306511376,784.338260683748,-177.61196256436057,-9.051204975121589,-6.8498500722843305
34,735.1944931467037,1191.1275289950158,70.01108757416529,-1.699189210217089,0.23085842464946524
35,-834.6227563561908,-51.19968604470165,-32.35530509078839,17.68679848814448,2.569675766051535
36,564.0383382468464,416.4856796298284,633.3291976577522,20.34067033736901,4.741066745981835
37,382.21319872567904,275.8270494542808,-241.8381318955396,28.908492826083588,-0.027814041784187248
38,1766.3534954495656,760.8316869860777,219.38885695300996,-0.931302248943479,-22.029047898139936
39,-2084.4225892820027,-42.892141970509755,505.614088297279,5.279326252637486,-12.342946313804427
40,829.6718690279309,42.94729930451674,636.5537543184888,11.740238754807175,-1.1434536449546893
41,2017.400352591437,1070.366918294867,-677.5899744697597,13.597090937673704,-14.204595086126341
42,2017.4003165798301,1070.3669050671804,-677.5899590564647,13.60569095072485,-14.202846442443887
43,1883.725651222955,945.4654766503897,-673.2368664708509,12.567087759173061,-13.16127124200788
44,1883.7256152113464,945.4654634227018,-673.2368510575565,12.575687772224256,-13.159522598325452
45,654.3353321839851,898.4531684241871,-929.8121624897474,3.3275471539245234,-16.694013063830873
46,50.10926205933659,99.98552897506941,-1027.1179227292896,-5.948960938989154,-9.233156217840229
47,209.0454863823002,625.3514938695354,-786.571000965113,26.649210654018134,0.33742046948695814
48,765.9265716367794,1840.846889423229,-393.82118068580513,18.72084471923188,-14.471848922668341
49,-994.8630595031983,243.6144442141655,-318.8047884640881,12.17036064410206,-12.505745280402985
50,1289.664247053342,-226.49502295137373,-348.3290277487214,-48.86017545040303,30.444010544376724
51,1061.212731987358,178.458708945261,-774.9847170354581,-14.235332880662913,8.009263618708419
52,461.91462366424264,-384.76645688820275,-68.14377666939545,-32.25953117343147,8.783690994600933
53,1174.3767517350193,295.4816962415712,423.2185032851191,-25.387670188345513,-0.24419155463789477
54,1296.0246914247864,-813.6801937401509,-459.40143421965377,-3.0125246272598294,4.698226072875038
55,1510.9521111372474,276.3777248426183,121.88458097068926,-21.369703540402057,9.113613503001583
56,1623.0239780874192,87.02686895864304,-14.393313106206922,-7.590595791086205,-1.341179706656561
57,1121.7771461289046,-689.9469954629728,45.31394474726309,-24.65154455818732,12.132722054554842
58,941.6616163563405,670.2021738312422,-6.270961725534564,8.44840106265924,12.246380829354429
59,1351.49691963288,66.3132546526801,-705.1900635654355,12.315640774016904,-3.4279435106207066
60,-399.831142457996,240.66793103264453,-300.2703489854048,-21.75962523680278,5.177378996191363
61,1242.766789146988,51.95085723934221,-839.8945600615832,26.90565768065346,8.186532753559696
62,154.61071139051137,-161.5978038927719,-192.81194791923974,-6.094893942031745,-10.068492452504247
63,1339.5993600563206,-104.00911118366454,-449.13322389798867,2.4228352973155354,-8.69753438318168
64,-112.37043739816208,404.96255477692887,131.25799419529426,25.815939963152825,8.782554741167434
65,777.8448932092724,55.16813668351894,-565.525021033286,-7.9516865553447005,-1.7513366824503742
66,1588.8267703239778,-52.45360205520926,-19.670978277828976,3.6168015677274292,-11.165344227647022
67,-185.69282483411163,569.8760192569653,676.8521294214723,7.543158959734166,-1.5746397372700704
68,513.6334030471716,-243.7225805410082,-1068.095851446477,-4.596284539496933,-10.204327849783901
69,-72.26687486865524,-78.30102521632482,-521.7656236074698,16.943721355343527,-12.073576652512632
70,939.5814375830076,52.858698432984674,-582.2671394368022,15.468507575700249,1.4968242423194504
71,-572.5029626754377,-33.52656765034461,617.4770458696355,-8.370311737692177,1.2760267631410975
72,-315.07888020861645,262.64313326948957,162.76825859945345,-0.2209345941677749,-7.0872192598622075
73,738.6743433543294,-136.8799764986294,-552.7136694969251,-3.2881782639343227,-1.1706226543840808
74,-371.4777224379158,-530.6842611618346,-620.5236434349098,5.998432958310683,-0.3462969289235665
75,133.49828989067305,862.5086599945804,332.08975404581275,2.4929787708843034,9.555562999019319
76,-811.5888332080343,-744.9120356875749,-904.3799237671249,-24.681654504666568,-8.331036432604174
77,-873.367366504127,488.19724293762005,170.04215971527603,-4.658034267101446,-15.03613311779008
78,-788.8742461127783,1325.5047472844071,-246.0402202230128,-1.458127783978399,-8.175059830893103
79,-584.1415437470267,356.06010922669475,-207.16930178987914,10.295123709123239,-6.221465044458543
80,-1186.4201916588208,-196.20956844300943,-1122.2616055834344,17.17822951717165,0.17405256705681474
81,-869.1480006951645,387.7917149489507,-650.7286731215,-16.441210534442877,-12.45450898244144
82,926.0968839612104,148.05370462800468,127.97593365000934,-29.444604809183666,10.14150387818673
83,1367.07947913247,-78.6796888917945,65.24388807382573,-11.241768711472467,-0.07553600028664477
84,602.8100902428998,782.4922702680856,-460.4917567306339,-3.791442510838263,-6.0527871863887635
85,1316.8656535924483,-445.77509570025825,-151.40705922658375,4.342019067388859,2.1010271863059042
86,934.4269887450918,416.5087947726917,-147.98350500805665,-15.541757455565728,8.647428054842798
87,907.1672993820836,-657.5253421351953,-57.175107865492436,7.588748838656353,2.885354542522269
88,374.8817378367334,-83.32530077266053,-229.90832768677885,-43.61207230448012,6.941723321212504
89,-120.98300982132606,-558.2885418577255,225.13896606184812,-23.34691602266115,-9.622944255631172
90,-447.85363820657653,-358.2924365583991,258.31367781444527,9.562761439346462,4.3851354413338255
