,League_x,playerId,NewName_x,teamName_x,positionText_x,Apps_x,Sub on_x,Minutes played_x,Rating_x,Goals total_x,Assists total_x,Yellow cards_x,Red cards_x,Shots_x,MOTM_x,Pass success rate_x,Tackles_x,Interceptions_x,Fouls_x,Offsides won_x,Clearances_x,Dribbled_x,Blocks_x,Keypasses_x,Dribbles won_x,Fouls given_x,Offsides given_x,Dispossessed_x,Turnovers_x,Passes_x,Accurate crosses_x,Accurate long passes_x,Accurate through balls_x,Challenges lost_x,Saves (six yard box)_x,Saves (penalty area)_x,Saves (out of the box)_x,Saves total_x,Shots (six yard box)_x,Shots (penalty area)_x,Shots (outside of the box)_x,Shots total_x,Shots open play_x,Shots set piece_x,Shots on target_x,Shots off target_x,Shots on post_x,Shots blocked_x,Shots header_x,Goal (six yard box)_x,Goal (penalty area)_x,Goal (outside of the box)_x,Goals_x,Goal open play_x,Goals set piece_x,Goals head_x,Dribbles lost_x,Dribbles total_x,Aerials lost_x,Aerias total_x,Aerials won_x,Assists_x,Year_x,Apps_y,Sub on_y,Minutes played_y,Rating_y,Goals total_y,Assists total_y,Yellow cards_y,Red cards_y,Shots_y,MOTM_y,Pass success rate_y,Tackles_y,Interceptions_y,Fouls_y,Offsides won_y,Clearances_y,Dribbled_y,Blocks_y,Keypasses_y,Dribbles won_y,Fouls given_y,Offsides given_y,Dispossessed_y,Turnovers_y,Passes_y,Accurate crosses_y,Accurate long passes_y,Accurate through balls_y,Challenges lost_y,Saves (six yard box)_y,Saves (penalty area)_y,Saves (out of the box)_y,Saves total_y,Shots (six yard box)_y,Shots (penalty area)_y,Shots (outside of the box)_y,Shots total_y,Shots open play_y,Shots set piece_y,Shots on target_y,Shots off target_y,Shots on post_y,Shots blocked_y,Shots header_y,Goal (six yard box)_y,Goal (penalty area)_y,Goal (outside of the box)_y,Goals_y,Goal open play_y,Goals set piece_y,Goals head_y,Dribbles lost_y,Dribbles total_y,Aerials lost_y,Aerias total_y,Aerials won_y,Assists_y,Year_y,Apps,Sub on,Minutes played,Rating,Goals total,Assists total,Yellow cards,Red cards,Shots,MOTM,Pass success rate,Tackles,Interceptions,Fouls,Offsides won,Clearances,Dribbled,Blocks,Keypasses,Dribbles won,Fouls given,Offsides given,Dispossessed,Turnovers,Passes,Accurate crosses,Accurate long passes,Accurate through balls,Challenges lost,Saves (six yard box),Saves (penalty area),Saves (out of the box),Saves total,Shots (six yard box),Shots (penalty area),Shots (outside of the box),Shots total,Shots open play,Shots set piece,Shots on target,Shots off target,Shots on post,Shots blocked,Shots header,Goal (six yard box),Goal (penalty area),Goal (outside of the box),Goals,Goal open play,Goals set piece,Goals head,Dribbles lost,Dribbles total,Aerials lost,Aerias total,Aerials won,Assists,Year
4560,Portuguese Liga ZON SAGRES,322855,L. Machado,Moreirense,Forward,16,8,855,6.131875,1,1,4,0,0.5625,0,61.58536585,0.5625,0.5,0.8125,0.0,0.1875,0.5625,0.0625,0.375,0.5625,0.9375,0.0625,1.3125,1.75,10.25,0.25,0.25,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.4375,0.125,0.5625,0.4375,0.0625,0.1875,0.375,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.0,1.0,1.5625,1.0625,1.3125,0.25,0.0625,2021,25.0,5.0,1812.0,6.3164,1.0,0.0,5.0,0.0,0.88,0.0,73.14814815,1.08,0.64,1.68,0.0,0.44,0.68,0.04,0.36,0.76,2.24,0.16,2.0,2.24,12.96,0.24,0.2,0.0,0.68,0.0,0.0,0.0,0.0,0.04,0.32,0.52,0.88,0.76,0.12,0.4,0.28,0.04,0.2,0.12,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.64,2.4,2.0,2.4,0.4,0.0,2020.0,27.0,13.0,1372.0,6.307777778,3.0,2.0,5.0,1.0,1.037037037,0.0,67.98418972,0.444444444,0.37037037,1.333333333,0.0,0.333333333,0.555555556,0.0,0.481481481,0.555555556,1.592592593,0.148148148,1.185185185,1.37037037,9.37037037,0.185185185,0.222222222,0.0,0.555555556,0.0,0.0,0.0,0.0,0.074074074,0.62962963,0.333333333,1.037037037,0.777777778,0.222222222,0.444444444,0.444444444,0.037037037,0.148148148,0.148148148,0.037037037,0.0,0.074074074,0.111111111,0.074074074,0.037037037,0.0,1.148148148,1.703703704,1.111111111,1.555555556,0.444444444,0.074074074,2019.0
5102,English League Championship,68666,S. Hutchinson,Millwall,Defender,27,0,2430,7.36037037,5,1,3,0,0.814814815,5,68.46543002,1.888888889,2.333333333,0.814814815,0.407407407,4.62962963,0.814814815,0.703703704,0.407407407,0.111111111,0.777777778,0.074074074,0.185185185,0.296296296,43.92592593,0.111111111,3.925925926,0.0,0.814814815,0.0,0.0,0.0,0.0,0.259259259,0.518518519,0.037037037,0.814814815,0.0,0.814814815,0.296296296,0.37037037,0.0,0.148148148,0.666666667,0.111111111,0.074074074,0.0,0.185185185,0.0,0.185185185,0.148148148,0.037037037,0.148148148,3.703703704,10.14814815,6.444444444,0.037037037,2021,26.0,2.0,2149.0,7.001153846,1.0,0.0,6.0,0.0,0.730769231,2.0,58.24915825,1.115384615,2.153846154,1.423076923,0.423076923,5.076923077,0.538461538,0.730769231,0.269230769,0.0,0.615384615,0.0,0.192307692,0.346153846,34.26923077,0.0,4.423076923,0.0,0.538461538,0.0,0.0,0.0,0.0,0.115384615,0.576923077,0.038461538,0.730769231,0.0,0.730769231,0.192307692,0.346153846,0.0,0.192307692,0.576923077,0.0,0.038461538,0.0,0.038461538,0.0,0.038461538,0.0,0.0,0.0,3.384615385,9.461538462,6.076923077,0.0,2020.0,46.0,0.0,4140.0,7.396521739,2.0,1.0,6.0,0.0,0.673913043,4.0,58.45588235,1.456521739,1.804347826,0.934782609,0.47826087,7.826086957,0.695652174,0.847826087,0.152173913,0.086956522,0.717391304,0.02173913,0.130434783,0.369565217,29.56521739,0.02173913,4.108695652,0.0,0.695652174,0.0,0.0,0.0,0.0,0.130434783,0.543478261,0.0,0.673913043,0.02173913,0.652173913,0.173913043,0.326086957,0.02173913,0.173913043,0.5,0.02173913,0.02173913,0.0,0.043478261,0.0,0.043478261,0.02173913,0.02173913,0.108695652,2.869565217,8.97826087,6.108695652,0.02173913,2019.0
5103,English League Championship,322596,J. Bowen,Hull,Forward,29,0,2610,7.350344828,16,7,5,0,3.551724138,6,69.82622433,1.137931034,0.620689655,0.862068966,0.0,0.310344828,1.0,0.0,1.482758621,1.75862069,1.517241379,0.448275862,2.206896552,2.862068966,21.82758621,1.103448276,0.689655172,0.103448276,1.0,0.0,0.0,0.0,0.0,0.379310345,1.75862069,1.413793103,3.551724138,2.793103448,0.379310345,1.344827586,1.034482759,0.0,1.172413793,0.172413793,0.24137931,0.24137931,0.068965517,0.551724138,0.413793103,0.034482759,0.034482759,1.655172414,3.413793103,1.310344828,2.103448276,0.793103448,0.24137931,2021,46.0,1.0,3951.0,7.171086957,22.0,4.0,1.0,0.0,2.47826087,5.0,71.45650049,1.434782609,1.065217391,0.717391304,0.0,0.826086957,0.804347826,0.086956522,1.0,1.434782609,1.760869565,0.304347826,2.086956522,2.391304348,22.23913043,0.608695652,0.847826087,0.02173913,0.804347826,0.0,0.0,0.0,0.0,0.282608696,1.456521739,0.739130435,2.47826087,1.913043478,0.369565217,1.065217391,0.652173913,0.043478261,0.760869565,0.152173913,0.043478261,0.347826087,0.086956522,0.47826087,0.347826087,0.043478261,0.0,1.239130435,2.673913043,1.97826087,2.673913043,0.695652174,0.086956522,2020.0,42.0,5.0,3284.0,7.035238095,14.0,1.0,2.0,0.0,1.833333333,2.0,73.44632768,1.547619048,0.880952381,0.714285714,0.023809524,0.738095238,1.214285714,0.047619048,0.976190476,1.0,2.380952381,0.214285714,1.976190476,1.928571429,25.28571429,0.785714286,0.738095238,0.095238095,1.214285714,0.0,0.0,0.0,0.0,0.238095238,0.904761905,0.69047619,1.833333333,1.595238095,0.214285714,0.785714286,0.476190476,0.047619048,0.571428571,0.238095238,0.142857143,0.142857143,0.047619048,0.333333333,0.285714286,0.047619048,0.047619048,0.880952381,1.880952381,2.30952381,3.595238095,1.285714286,0.023809524,2019.0
5104,English League Championship,297389,M. Pereira,West Bromwich Albion,Midfielder,33,4,2591,7.337878788,6,12,3,0,2.181818182,4,80.64516129,1.0,0.545454545,1.242424242,0.0,0.363636364,1.181818182,0.090909091,2.545454545,1.545454545,2.666666667,0.181818182,1.666666667,2.121212121,39.45454545,1.03030303,1.242424242,0.212121212,1.181818182,0.0,0.0,0.0,0.0,0.121212121,0.939393939,1.121212121,2.181818182,1.606060606,0.515151515,0.757575758,0.787878788,0.03030303,0.636363636,0.090909091,0.0,0.090909091,0.090909091,0.181818182,0.121212121,0.060606061,0.03030303,0.939393939,2.484848485,1.181818182,1.818181818,0.636363636,0.363636364,2021,19.0,3.0,1237.0,6.771578947,3.0,2.0,3.0,1.0,1.526315789,2.0,74.26636569,0.842105263,0.736842105,1.473684211,0.0,0.368421053,0.578947368,0.105263158,0.736842105,2.105263158,2.526315789,0.052631579,1.157894737,1.789473684,23.31578947,0.210526316,1.578947368,0.052631579,0.578947368,0.0,0.0,0.0,0.0,0.052631579,0.368421053,1.105263158,1.526315789,1.052631579,0.368421053,0.526315789,0.631578947,0.0,0.368421053,0.052631579,0.052631579,0.052631579,0.052631579,0.157894737,0.052631579,0.052631579,0.052631579,0.684210526,2.789473684,1.052631579,1.368421053,0.315789474,0.105263158,2020.0,27.0,3.0,2242.0,7.448148148,7.0,5.0,9.0,0.0,2.481481481,6.0,79.28832117,0.888888889,0.555555556,1.62962963,0.0,0.333333333,0.481481481,0.037037037,2.037037037,2.925925926,4.296296296,0.148148148,2.185185185,1.962962963,40.59259259,1.037037037,2.222222222,0.074074074,0.481481481,0.0,0.0,0.0,0.0,0.0,0.518518519,1.962962963,2.481481481,1.703703704,0.62962963,0.925925926,1.0,0.074074074,0.555555556,0.074074074,0.0,0.148148148,0.111111111,0.259259259,0.111111111,0.074074074,0.0,2.111111111,5.037037037,0.740740741,1.555555556,0.814814815,0.185185185,2019.0
5105,English League Championship,149102,J. Swift,Reading,Midfielder,32,1,2653,7.3221875,5,10,4,1,1.53125,7,81.94263364,1.3125,1.1875,1.0,0.0,0.6875,1.15625,0.1875,2.40625,1.84375,1.4375,0.03125,1.5,2.0625,47.9375,1.3125,5.03125,0.09375,1.15625,0.0,0.0,0.0,0.0,0.0,0.375,1.15625,1.53125,0.84375,0.625,0.625,0.40625,0.0625,0.5,0.0,0.0,0.125,0.03125,0.15625,0.09375,0.03125,0.0,0.75,2.59375,0.59375,1.28125,0.6875,0.3125,2021,34.0,6.0,2548.0,6.872352941,3.0,3.0,9.0,0.0,1.823529412,3.0,85.70508693,1.352941176,0.794117647,1.176470588,0.0,0.676470588,0.852941176,0.117647059,1.647058824,1.411764706,0.970588235,0.029411765,1.558823529,2.235294118,45.67647059,0.558823529,3.764705882,0.117647059,0.852941176,0.0,0.0,0.0,0.0,0.0,0.441176471,1.382352941,1.823529412,1.176470588,0.617647059,0.5,0.852941176,0.029411765,0.470588235,0.117647059,0.0,0.058823529,0.029411765,0.088235294,0.058823529,0.029411765,0.0,0.647058824,2.058823529,1.176470588,1.735294118,0.558823529,0.088235294,2020.0,24.0,7.0,1467.0,6.61375,2.0,1.0,4.0,0.0,1.291666667,1.0,80.60240964,1.416666667,0.333333333,0.75,0.0,0.75,0.625,0.208333333,0.916666667,1.125,0.958333333,0.0,1.166666667,1.458333333,34.58333333,0.166666667,1.625,0.125,0.625,0.0,0.0,0.0,0.0,0.041666667,0.375,0.875,1.291666667,1.0,0.208333333,0.458333333,0.416666667,0.0,0.416666667,0.041666667,0.0,0.083333333,0.0,0.083333333,0.041666667,0.0,0.0,0.875,2.0,1.333333333,2.125,0.791666667,0.041666667,2019.0
5106,English League Championship,107174,J. Wallace,Millwall,Midfielder,35,0,3094,7.314571429,10,9,7,1,2.285714286,6,68.47426471,1.857142857,0.628571429,1.171428571,0.0,0.371428571,1.428571429,0.028571429,2.228571429,2.228571429,1.228571429,0.114285714,1.914285714,2.8,31.08571429,2.057142857,1.885714286,0.0,1.428571429,0.0,0.0,0.0,0.0,0.028571429,0.942857143,1.314285714,2.285714286,1.485714286,0.571428571,0.914285714,0.742857143,0.057142857,0.628571429,0.0,0.0,0.228571429,0.057142857,0.285714286,0.085714286,0.057142857,0.0,1.742857143,3.971428571,0.942857143,1.514285714,0.571428571,0.257142857,2021,42.0,1.0,3685.0,6.751904762,5.0,2.0,9.0,0.0,1.80952381,0.0,69.9066874,1.738095238,0.738095238,1.047619048,0.023809524,0.404761905,1.285714286,0.023809524,1.214285714,1.380952381,1.119047619,0.214285714,1.5,2.642857143,30.61904762,1.380952381,1.952380952,0.047619048,1.285714286,0.0,0.0,0.0,0.0,0.047619048,0.69047619,1.071428571,1.80952381,1.19047619,0.5,0.571428571,0.714285714,0.0,0.523809524,0.023809524,0.023809524,0.071428571,0.023809524,0.119047619,0.023809524,0.047619048,0.0,1.857142857,3.238095238,1.619047619,2.642857143,1.023809524,0.047619048,2020.0,43.0,1.0,3661.0,6.954186047,6.0,9.0,9.0,1.0,1.976744186,1.0,67.89606035,2.11627907,0.581395349,0.976744186,0.0,0.465116279,2.139534884,0.023255814,1.395348837,1.255813953,0.720930233,0.093023256,1.23255814,2.488372093,27.74418605,1.186046512,1.348837209,0.023255814,2.139534884,0.0,0.0,0.0,0.0,0.0,0.744186047,1.23255814,1.976744186,1.418604651,0.488372093,0.744186047,0.558139535,0.023255814,0.674418605,0.023255814,0.0,0.093023256,0.046511628,0.139534884,0.139534884,0.0,0.0,1.558139535,2.813953488,1.651162791,2.255813953,0.604651163,0.209302326,2019.0
5107,English League Championship,82877,L. Ayling,Leeds,Defender,28,1,2428,7.3075,4,3,8,0,0.892857143,1,79.91504854,2.035714286,1.785714286,0.678571429,0.178571429,1.75,0.964285714,0.428571429,0.928571429,0.928571429,2.035714286,0.035714286,0.642857143,1.214285714,58.85714286,0.678571429,3.75,0.035714286,0.964285714,0.0,0.0,0.0,0.0,0.071428571,0.428571429,0.392857143,0.892857143,0.678571429,0.214285714,0.285714286,0.392857143,0.0,0.214285714,0.142857143,0.0,0.071428571,0.071428571,0.142857143,0.142857143,0.0,0.0,0.25,1.178571429,2.0,4.25,2.25,0.107142857,2021,40.0,0.0,3427.0,7.02125,2.0,6.0,4.0,1.0,1.175,3.0,79.17414722,2.175,1.2,0.675,0.075,1.475,0.6,0.275,1.225,0.75,1.475,0.075,0.675,1.6,55.7,0.525,3.125,0.05,0.605263158,0.0,0.0,0.0,0.0,0.157894737,0.631578947,0.315789474,1.105263158,0.552631579,0.526315789,0.184210526,0.473684211,0.026315789,0.447368421,0.289473684,0.026315789,0.026315789,0.0,0.052631579,0.026315789,0.026315789,0.052631579,0.473684211,1.131578947,1.631578947,4.105263158,2.473684211,0.157894737,2020.0,27.0,0.0,2366.0,7.003333333,0.0,1.0,4.0,0.0,0.37037037,1.0,71.61290323,2.592592593,1.444444444,0.888888889,0.259259259,2.703703704,1.222222222,0.148148148,0.444444444,1.111111111,1.740740741,0.0,1.037037037,1.62962963,40.18518519,0.222222222,2.481481481,0.0,1.222222222,0.0,0.0,0.0,0.0,0.037037037,0.222222222,0.111111111,0.37037037,0.185185185,0.185185185,0.074074074,0.222222222,0.0,0.074074074,0.037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,1.555555556,1.703703704,4.037037037,2.333333333,0.037037037,2019.0
5109,English League Championship,148503,O. Watkins,Brentford,Forward,37,0,3320,7.288378378,22,3,3,0,2.621621622,5,74.91821156,0.648648649,0.378378378,1.486486486,0.054054054,0.324324324,0.621621622,0.027027027,1.486486486,0.702702703,1.405405405,1.0,1.189189189,2.540540541,24.78378378,0.081081081,0.432432432,0.0,0.621621622,0.0,0.0,0.0,0.0,0.351351351,2.027027027,0.243243243,2.621621622,1.972972973,0.405405405,1.135135135,0.702702703,0.162162162,0.783783784,0.621621622,0.162162162,0.405405405,0.027027027,0.594594595,0.432432432,0.081081081,0.216216216,0.540540541,1.243243243,3.162162162,5.135135135,1.972972973,0.081081081,2021,41.0,6.0,3127.0,6.911219512,10.0,6.0,5.0,0.0,2.243902439,1.0,77.21518987,0.731707317,0.341463415,0.902439024,0.0,0.243902439,0.585365854,0.024390244,1.707317073,0.951219512,1.536585366,0.170731707,2.0,2.585365854,28.90243902,0.317073171,0.707317073,0.0,0.585365854,0.0,0.0,0.0,0.0,0.146341463,1.512195122,0.585365854,2.243902439,1.926829268,0.268292683,0.829268293,0.756097561,0.048780488,0.658536585,0.146341463,0.048780488,0.146341463,0.048780488,0.243902439,0.146341463,0.073170732,0.048780488,1.195121951,2.146341463,2.56097561,4.0,1.43902439,0.146341463,2020.0,45.0,6.0,3531.0,7.238222222,10.0,4.0,8.0,0.0,3.111111111,8.0,78.67549669,0.711111111,0.422222222,0.644444444,0.0,0.6,0.666666667,0.066666667,2.2,2.711111111,1.822222222,0.311111111,1.866666667,2.955555556,33.55555556,1.155555556,0.688888889,0.088888889,0.666666667,0.0,0.0,0.0,0.0,0.155555556,1.911111111,1.044444444,3.111111111,2.577777778,0.377777778,0.822222222,1.0,0.044444444,1.288888889,0.244444444,0.088888889,0.088888889,0.044444444,0.222222222,0.2,0.0,0.044444444,1.444444444,4.155555556,1.6,3.066666667,1.466666667,0.088888889,2019.0
5111,English League Championship,14013,L. Jutkiewicz,Birmingham,Forward,37,3,3111,7.251621622,13,3,5,0,3.0,7,50.88967972,0.648648649,0.27027027,2.135135135,0.0,1.810810811,0.891891892,0.162162162,0.702702703,0.459459459,1.297297297,0.486486486,1.351351351,2.432432432,22.78378378,0.054054054,0.27027027,0.0,0.891891892,0.0,0.0,0.0,0.0,0.540540541,1.972972973,0.486486486,3.0,2.378378378,0.594594595,1.081081081,1.108108108,0.027027027,0.810810811,1.351351351,0.27027027,0.081081081,0.0,0.351351351,0.216216216,0.135135135,0.216216216,0.243243243,0.702702703,6.540540541,14.40540541,7.864864865,0.081081081,2021,46.0,2.0,3824.0,7.715217391,14.0,10.0,4.0,0.0,2.630434783,13.0,48.39939024,0.52173913,0.347826087,1.97826087,0.0,1.97826087,1.0,0.108695652,0.913043478,0.304347826,1.847826087,0.326086957,1.152173913,2.52173913,28.52173913,0.130434783,0.195652174,0.043478261,1.0,0.0,0.0,0.0,0.0,0.391304348,1.413043478,0.826086957,2.630434783,1.717391304,0.826086957,1.0,1.130434783,0.065217391,0.5,1.043478261,0.173913043,0.108695652,0.02173913,0.304347826,0.152173913,0.130434783,0.108695652,0.217391304,0.52173913,9.326086957,21.69565217,12.36956522,0.217391304,2020.0,35.0,16.0,1721.0,6.704285714,5.0,1.0,0.0,0.0,1.657142857,1.0,53.38345865,0.228571429,0.171428571,1.0,0.028571429,0.628571429,0.428571429,0.057142857,0.542857143,0.171428571,1.057142857,0.342857143,1.057142857,1.428571429,15.2,0.057142857,0.142857143,0.028571429,0.428571429,0.0,0.0,0.0,0.0,0.2,1.142857143,0.314285714,1.657142857,1.314285714,0.285714286,0.771428571,0.628571429,0.0,0.257142857,0.742857143,0.028571429,0.114285714,0.0,0.142857143,0.114285714,0.028571429,0.057142857,0.142857143,0.314285714,5.714285714,11.48571429,5.771428571,0.028571429,2019.0
5112,English League Championship,115279,A. Mitrovic,Fulham,Forward,34,0,3050,7.250294118,23,1,8,0,3.852941176,3,73.06317044,0.294117647,0.147058824,1.794117647,0.0,0.764705882,0.441176471,0.058823529,1.058823529,0.823529412,1.529411765,0.352941176,2.588235294,3.882352941,24.67647059,0.058823529,0.558823529,0.0,0.441176471,0.0,0.0,0.0,0.0,0.735294118,2.147058824,0.970588235,3.852941176,2.823529412,0.882352941,1.382352941,1.294117647,0.029411765,1.176470588,1.147058824,0.352941176,0.294117647,0.029411765,0.676470588,0.5,0.117647059,0.176470588,1.029411765,1.852941176,5.294117647,9.852941176,4.558823529,0.029411765,2021,37.0,0.0,3282.0,7.027297297,11.0,3.0,7.0,0.0,3.540540541,4.0,72.02729045,0.513513514,0.162162162,1.648648649,0.0,1.432432432,0.27027027,0.216216216,0.837837838,0.648648649,1.594594595,0.918918919,2.621621622,3.027027027,27.72972973,0.027027027,0.378378378,0.081081081,0.27027027,0.0,0.0,0.0,0.0,0.324324324,2.27027027,0.945945946,3.540540541,2.486486486,0.891891892,1.297297297,1.540540541,0.108108108,0.702702703,1.459459459,0.108108108,0.189189189,0.0,0.297297297,0.189189189,0.054054054,0.162162162,0.567567568,1.216216216,6.594594595,13.05405405,6.459459459,0.081081081,2020.0,20.0,2.0,1653.0,7.5225,12.0,1.0,3.0,0.0,4.05,6.0,77.09497207,1.0,0.2,1.15,0.0,1.65,0.55,0.1,1.05,0.75,1.7,0.65,2.25,3.7,26.85,0.0,0.65,0.0,0.411764706,0.0,0.0,0.0,0.0,0.588235294,2.294117647,1.117647059,4.0,2.941176471,0.941176471,1.705882353,1.588235294,0.0,0.705882353,1.411764706,0.235294118,0.352941176,0.117647059,0.705882353,0.529411765,0.176470588,0.117647059,0.411764706,1.117647059,4.235294118,8.352941176,4.117647059,0.058823529,2019.0
5112,English League Championship,115279,A. Mitrovic,Fulham,Forward,34,0,3050,7.250294118,23,1,8,0,3.852941176,3,73.06317044,0.294117647,0.147058824,1.794117647,0.0,0.764705882,0.441176471,0.058823529,1.058823529,0.823529412,1.529411765,0.352941176,2.588235294,3.882352941,24.67647059,0.058823529,0.558823529,0.0,0.441176471,0.0,0.0,0.0,0.0,0.735294118,2.147058824,0.970588235,3.852941176,2.823529412,0.882352941,1.382352941,1.294117647,0.029411765,1.176470588,1.147058824,0.352941176,0.294117647,0.029411765,0.676470588,0.5,0.117647059,0.176470588,1.029411765,1.852941176,5.294117647,9.852941176,4.558823529,0.029411765,2021,37.0,0.0,3282.0,7.027297297,11.0,3.0,7.0,0.0,3.540540541,4.0,72.02729045,0.513513514,0.162162162,1.648648649,0.0,1.432432432,0.27027027,0.216216216,0.837837838,0.648648649,1.594594595,0.918918919,2.621621622,3.027027027,27.72972973,0.027027027,0.378378378,0.081081081,0.27027027,0.0,0.0,0.0,0.0,0.324324324,2.27027027,0.945945946,3.540540541,2.486486486,0.891891892,1.297297297,1.540540541,0.108108108,0.702702703,1.459459459,0.108108108,0.189189189,0.0,0.297297297,0.189189189,0.054054054,0.162162162,0.567567568,1.216216216,6.594594595,13.05405405,6.459459459,0.081081081,2020.0,20.0,2.0,1653.0,7.5225,12.0,1.0,3.0,0.0,4.05,6.0,77.09497207,1.0,0.2,1.15,0.0,1.65,0.55,0.1,1.05,0.75,1.7,0.65,2.25,3.7,26.85,0.0,0.65,0.0,0.55,0.0,0.0,0.0,0.0,0.55,2.25,1.25,4.05,3.15,0.8,1.6,1.7,0.0,0.75,1.4,0.2,0.3,0.1,0.6,0.45,0.15,0.1,0.4,1.15,4.2,8.25,4.05,0.05,2019.0
5113,English League Championship,322043,M. Cash,Nottingham Forest,Midfielder,36,2,3074,7.231111111,3,4,5,0,1.0,4,69.41553243,2.805555556,1.444444444,0.833333333,0.111111111,2.777777778,0.861111111,0.333333333,1.138888889,1.055555556,1.027777778,0.055555556,0.861111111,1.194444444,34.69444444,0.777777778,1.944444444,0.0,0.861111111,0.0,0.0,0.0,0.0,0.027777778,0.25,0.722222222,1.0,0.916666667,0.083333333,0.222222222,0.416666667,0.0,0.361111111,0.027777778,0.0,0.055555556,0.027777778,0.083333333,0.083333333,0.0,0.0,0.611111111,1.666666667,1.638888889,3.583333333,1.944444444,0.111111111,2021,36.0,9.0,2435.0,6.856388889,6.0,1.0,4.0,0.0,1.75,2.0,68.70342772,1.666666667,0.75,1.222222222,0.0,0.777777778,0.777777778,0.166666667,0.833333333,1.055555556,1.222222222,0.111111111,1.444444444,2.611111111,18.63888889,0.388888889,0.361111111,0.0,0.777777778,0.0,0.0,0.0,0.0,0.083333333,0.833333333,0.833333333,1.75,1.527777778,0.138888889,0.416666667,0.722222222,0.0,0.611111111,0.138888889,0.0,0.111111111,0.055555556,0.166666667,0.138888889,0.0,0.0,1.194444444,2.25,3.0,4.805555556,1.805555556,0.027777778,2020.0,23.0,9.0,1455.0,6.823478261,2.0,3.0,1.0,0.0,1.47826087,0.0,61.71284635,0.956521739,0.869565217,0.47826087,0.043478261,1.304347826,0.695652174,0.130434783,0.869565217,1.260869565,1.043478261,0.347826087,1.565217391,2.130434783,17.26086957,0.565217391,0.347826087,0.0,0.695652174,0.0,0.0,0.0,0.0,0.130434783,0.695652174,0.652173913,1.47826087,1.217391304,0.130434783,0.565217391,0.782608696,0.086956522,0.130434783,0.260869565,0.0,0.086956522,0.0,0.086956522,0.086956522,0.0,0.0,1.217391304,2.47826087,2.304347826,3.913043478,1.608695652,0.130434783,2019.0
5114,English League Championship,270446,K. Phillips,Leeds,Midfielder,31,0,2714,7.199677419,1,2,7,1,0.419354839,4,81.58823529,2.806451613,1.258064516,1.35483871,0.0,1.322580645,1.548387097,0.35483871,1.935483871,0.483870968,1.225806452,0.0,0.64516129,1.129032258,54.83870968,1.967741935,5.258064516,0.032258065,1.548387097,0.0,0.0,0.0,0.0,0.0,0.032258065,0.387096774,0.419354839,0.193548387,0.225806452,0.129032258,0.193548387,0.0,0.096774194,0.0,0.0,0.032258065,0.0,0.032258065,0.032258065,0.0,0.0,0.193548387,0.677419355,1.419354839,3.322580645,1.903225806,0.064516129,2021,44.0,0.0,3684.0,6.983181818,1.0,3.0,9.0,1.0,0.795454545,2.0,82.0831714,2.636363636,1.340909091,1.454545455,0.159090909,2.568181818,1.159090909,0.340909091,0.636363636,0.522727273,0.704545455,0.0,0.590909091,0.977272727,58.47727273,0.295454545,4.590909091,0.0,1.095238095,0.0,0.0,0.0,0.0,0.095238095,0.238095238,0.476190476,0.80952381,0.404761905,0.404761905,0.166666667,0.476190476,0.0,0.166666667,0.261904762,0.023809524,0.0,0.0,0.023809524,0.0,0.023809524,0.023809524,0.19047619,0.738095238,2.095238095,4.666666667,2.571428571,0.071428571,2020.0,41.0,5.0,3200.0,6.875609756,7.0,3.0,13.0,0.0,1.073170732,2.0,72.35161533,2.56097561,1.317073171,1.804878049,0.024390244,1.682926829,1.658536585,0.243902439,0.658536585,0.43902439,0.487804878,0.048780488,1.097560976,1.317073171,32.46341463,0.170731707,2.146341463,0.0,1.658536585,0.0,0.0,0.0,0.0,0.073170732,0.341463415,0.658536585,1.073170732,0.609756098,0.43902439,0.317073171,0.512195122,0.024390244,0.243902439,0.170731707,0.0,0.12195122,0.048780488,0.170731707,0.12195122,0.048780488,0.0,0.219512195,0.658536585,3.268292683,5.390243902,2.12195122,0.073170732,2019.0
