,League_x,playerId,NewName_x,teamName_x,positionText_x,Apps_x,Sub on_x,Minutes played_x,Rating_x,Goals total_x,Assists total_x,Yellow cards_x,Red cards_x,Shots_x,MOTM_x,Pass success rate_x,Tackles_x,Interceptions_x,Fouls_x,Offsides won_x,Clearances_x,Dribbled_x,Blocks_x,Keypasses_x,Dribbles won_x,Fouls given_x,Offsides given_x,Dispossessed_x,Turnovers_x,Passes_x,Accurate crosses_x,Accurate long passes_x,Accurate through balls_x,Challenges lost_x,Saves (six yard box)_x,Saves (penalty area)_x,Saves (out of the box)_x,Saves total_x,Shots (six yard box)_x,Shots (penalty area)_x,Shots (outside of the box)_x,Shots total_x,Shots open play_x,Shots set piece_x,Shots on target_x,Shots off target_x,Shots on post_x,Shots blocked_x,Shots header_x,Goal (six yard box)_x,Goal (penalty area)_x,Goal (outside of the box)_x,Goals_x,Goal open play_x,Goals set piece_x,Goals head_x,Dribbles lost_x,Dribbles total_x,Aerials lost_x,Aerias total_x,Aerials won_x,Assists_x,Year_x,Apps_y,Sub on_y,Minutes played_y,Rating_y,Goals total_y,Assists total_y,Yellow cards_y,Red cards_y,Shots_y,MOTM_y,Pass success rate_y,Tackles_y,Interceptions_y,Fouls_y,Offsides won_y,Clearances_y,Dribbled_y,Blocks_y,Keypasses_y,Dribbles won_y,Fouls given_y,Offsides given_y,Dispossessed_y,Turnovers_y,Passes_y,Accurate crosses_y,Accurate long passes_y,Accurate through balls_y,Challenges lost_y,Saves (six yard box)_y,Saves (penalty area)_y,Saves (out of the box)_y,Saves total_y,Shots (six yard box)_y,Shots (penalty area)_y,Shots (outside of the box)_y,Shots total_y,Shots open play_y,Shots set piece_y,Shots on target_y,Shots off target_y,Shots on post_y,Shots blocked_y,Shots header_y,Goal (six yard box)_y,Goal (penalty area)_y,Goal (outside of the box)_y,Goals_y,Goal open play_y,Goals set piece_y,Goals head_y,Dribbles lost_y,Dribbles total_y,Aerials lost_y,Aerias total_y,Aerials won_y,Assists_y,Year_y,Apps,Sub on,Minutes played,Rating,Goals total,Assists total,Yellow cards,Red cards,Shots,MOTM,Pass success rate,Tackles,Interceptions,Fouls,Offsides won,Clearances,Dribbled,Blocks,Keypasses,Dribbles won,Fouls given,Offsides given,Dispossessed,Turnovers,Passes,Accurate crosses,Accurate long passes,Accurate through balls,Challenges lost,Saves (six yard box),Saves (penalty area),Saves (out of the box),Saves total,Shots (six yard box),Shots (penalty area),Shots (outside of the box),Shots total,Shots open play,Shots set piece,Shots on target,Shots off target,Shots on post,Shots blocked,Shots header,Goal (six yard box),Goal (penalty area),Goal (outside of the box),Goals,Goal open play,Goals set piece,Goals head,Dribbles lost,Dribbles total,Aerials lost,Aerias total,Aerials won,Assists,Year
1727,Italian Serie A,118542,D. Berardi,Sassuolo,Forward,20,1,1614,7.4885,9,5,4,1,4.05,3,78.07017544,1.35,1.15,1.9,0.0,0.95,1.45,0.1,1.7,1.4,2.35,0.25,0.95,2.15,34.2,0.5,1.1,0.25,1.45,0.0,0.0,0.0,0.0,0.05,1.05,2.95,4.05,2.7,1.2,1.4,1.05,0.05,1.6,0.05,0.0,0.35,0.1,0.45,0.3,0.05,0.05,1.3,2.7,0.8,1.5,0.7,0.25,2021,35.0,3.0,2885.0,6.984857143,8.0,4.0,5.0,1.0,3.6,3.0,76.99412259,1.085714286,0.742857143,1.857142857,0.0,0.657142857,1.657142857,0.057142857,1.685714286,1.314285714,2.628571429,0.314285714,1.428571429,2.228571429,34.02857143,0.742857143,0.971428571,0.057142857,1.657142857,0.0,0.0,0.0,0.0,0.057142857,1.171428571,2.371428571,3.6,2.657142857,0.828571429,0.885714286,1.457142857,0.057142857,1.257142857,0.028571429,0.028571429,0.171428571,0.028571429,0.228571429,0.171428571,0.0,0.0,1.4,2.714285714,1.0,1.657142857,0.657142857,0.114285714,2020.0,31.0,2.0,2310.0,6.620322581,4.0,2.0,8.0,1.0,2.741935484,1.0,70.99415205,1.0,0.548387097,1.35483871,0.0,0.35483871,1.741935484,0.0,1.677419355,1.161290323,1.548387097,0.677419355,1.225806452,1.64516129,27.58064516,0.870967742,1.0,0.161290323,1.741935484,0.0,0.0,0.0,0.0,0.064516129,1.096774194,1.580645161,2.741935484,2.032258065,0.451612903,0.838709677,1.0,0.032258065,0.903225806,0.0,0.0,0.096774194,0.032258065,0.129032258,0.064516129,0.0,0.0,0.709677419,1.870967742,1.129032258,1.64516129,0.516129032,0.064516129,2019.0
1728,Italian Serie A,78498,R. Lukaku,Inter,Forward,25,1,2143,7.4256,17,2,2,0,2.88,3,69.52380952,0.52,0.04,1.44,0.0,0.92,0.28,0.16,1.44,0.64,0.36,0.76,1.72,1.84,21.0,0.2,0.8,0.04,0.28,0.0,0.0,0.0,0.0,0.24,2.16,0.48,2.88,2.24,0.2,1.44,0.76,0.0,0.68,0.56,0.08,0.56,0.04,0.68,0.4,0.04,0.12,0.56,1.2,2.16,4.96,2.8,0.08,2021,32.0,10.0,2130.0,6.8409375,12.0,0.0,4.0,0.0,1.71875,2.0,66.29213483,0.25,0.0625,0.5625,0.0,0.59375,0.25,0.03125,0.65625,0.65625,0.09375,0.71875,1.4375,1.59375,16.6875,0.15625,0.375,0.09375,0.25,0.0,0.0,0.0,0.0,0.375,1.25,0.09375,1.71875,1.34375,0.28125,1.0,0.4375,0.0625,0.28125,0.34375,0.125,0.21875,0.03125,0.375,0.25,0.125,0.0625,0.59375,1.25,2.65625,5.5625,2.90625,0.0,2020.0,34.0,1.0,2869.0,7.287058824,16.0,7.0,4.0,0.0,2.529411765,2.0,68.37725381,0.205882353,0.088235294,0.911764706,0.029411765,0.617647059,0.382352941,0.058823529,0.970588235,1.029411765,0.470588235,0.529411765,1.411764706,2.235294118,21.20588235,0.264705882,0.558823529,0.088235294,0.382352941,0.0,0.0,0.0,0.0,0.205882353,2.0,0.323529412,2.529411765,2.147058824,0.294117647,1.264705882,0.735294118,0.029411765,0.529411765,0.558823529,0.058823529,0.411764706,0.0,0.470588235,0.382352941,0.058823529,0.088235294,0.647058824,1.676470588,2.941176471,6.147058824,3.205882353,0.205882353,2019.0
1729,Italian Serie A,114863,P. Dybala,Juventus,Forward,24,7,1525,7.36875,7,4,4,0,3.125,1,87.8968254,0.583333333,0.458333333,0.708333333,0.0,0.041666667,1.0,0.0,1.958333333,1.875,1.541666667,0.125,1.0,1.666666667,42.0,0.75,2.208333333,0.041666667,1.0,0.0,0.0,0.0,0.0,0.083333333,1.583333333,1.458333333,3.125,2.375,0.541666667,1.083333333,1.25,0.125,0.791666667,0.0,0.0,0.25,0.041666667,0.291666667,0.208333333,0.041666667,0.0,1.125,3.0,0.25,0.333333333,0.083333333,0.166666667,2021,30.0,6.0,2137.0,7.079,5.0,4.0,2.0,0.0,2.166666667,4.0,89.34356351,0.566666667,0.466666667,0.6,0.0,0.0,0.533333333,0.066666667,1.7,1.666666667,2.2,0.166666667,1.433333333,2.366666667,39.1,0.933333333,3.7,0.1,0.533333333,0.0,0.0,0.0,0.0,0.033333333,0.933333333,1.2,2.166666667,1.533333333,0.6,0.7,0.833333333,0.033333333,0.633333333,0.066666667,0.033333333,0.1,0.033333333,0.166666667,0.133333333,0.0,0.0,1.366666667,3.033333333,0.533333333,0.666666667,0.133333333,0.133333333,2020.0,33.0,7.0,2358.0,7.766969697,22.0,5.0,0.0,0.0,3.454545455,8.0,87.33067729,0.575757576,0.363636364,0.484848485,0.0,0.090909091,0.848484848,0.0,1.636363636,2.818181818,2.242424242,0.060606061,1.96969697,2.333333333,38.03030303,0.818181818,2.333333333,0.03030303,0.848484848,0.0,0.0,0.0,0.0,0.0,1.424242424,2.03030303,3.454545455,2.363636364,0.848484848,1.393939394,1.121212121,0.121212121,0.939393939,0.03030303,0.0,0.454545455,0.212121212,0.666666667,0.484848485,0.090909091,0.0,1.090909091,3.909090909,0.272727273,0.484848485,0.212121212,0.151515152,2019.0
1730,Italian Serie A,288767,S. Milinkovic-Savic,Lazio,Midfielder,25,1,2051,7.3276,4,4,6,0,2.04,5,77.87021631,1.64,1.32,2.08,0.04,1.64,1.68,0.44,1.24,1.2,1.04,0.28,1.52,2.56,48.08,0.32,3.4,0.08,1.68,0.0,0.0,0.0,0.0,0.12,1.2,0.72,2.04,1.2,0.8,0.56,0.96,0.04,0.52,0.68,0.04,0.12,0.0,0.16,0.12,0.04,0.0,0.36,1.56,2.72,6.32,3.6,0.16,2021,31.0,2.0,2405.0,7.148387097,5.0,3.0,7.0,1.0,2.451612903,2.0,79.64285714,1.419354839,0.870967742,1.935483871,0.0,1.483870968,1.193548387,0.129032258,1.548387097,1.096774194,1.064516129,0.387096774,1.483870968,2.064516129,45.16129032,0.129032258,2.612903226,0.161290323,1.193548387,0.0,0.0,0.0,0.0,0.161290323,0.967741935,1.322580645,2.451612903,1.870967742,0.580645161,0.741935484,1.096774194,0.0,0.612903226,0.580645161,0.032258065,0.064516129,0.064516129,0.161290323,0.129032258,0.032258065,0.064516129,0.967741935,2.064516129,3.064516129,6.709677419,3.64516129,0.096774194,2020.0,35.0,2.0,2850.0,7.392857143,12.0,3.0,8.0,0.0,2.6,7.0,79.8972016,1.571428571,0.942857143,1.657142857,0.028571429,0.942857143,1.114285714,0.171428571,1.485714286,1.571428571,1.485714286,0.257142857,2.4,3.457142857,50.02857143,0.085714286,2.4,0.257142857,1.114285714,0.0,0.0,0.0,0.0,0.171428571,1.114285714,1.314285714,2.6,2.057142857,0.542857143,1.0,1.0,0.028571429,0.6,0.685714286,0.057142857,0.142857143,0.142857143,0.342857143,0.257142857,0.085714286,0.085714286,1.057142857,2.628571429,2.314285714,5.228571429,2.914285714,0.085714286,2019.0
1731,Italian Serie A,280766,J. Boga,Sassuolo,Forward,24,3,1876,7.314166667,8,2,0,0,1.875,2,86.13569322,0.375,0.041666667,0.458333333,0.0,0.083333333,0.416666667,0.0,1.041666667,4.416666667,1.666666667,0.375,1.458333333,1.791666667,28.25,0.041666667,0.125,0.0,0.416666667,0.0,0.0,0.0,0.0,0.0,1.208333333,0.666666667,1.875,1.416666667,0.291666667,0.666666667,0.666666667,0.125,0.541666667,0.083333333,0.0,0.291666667,0.041666667,0.333333333,0.333333333,0.0,0.041666667,2.5,6.916666667,0.375,0.583333333,0.208333333,0.083333333,2021,25.0,11.0,1440.0,6.8,3.0,1.0,0.0,0.0,1.08,0.0,86.98481562,0.28,0.08,0.32,0.0,0.08,0.4,0.0,0.64,3.28,1.16,0.28,0.96,1.48,18.44,0.0,0.16,0.04,0.4,0.0,0.0,0.0,0.0,0.12,0.48,0.48,1.08,0.96,0.08,0.32,0.4,0.08,0.36,0.04,0.08,0.04,0.0,0.12,0.12,0.0,0.0,1.68,4.96,0.44,0.52,0.08,0.04,2020.0,31.0,7.0,2095.0,6.882580645,2.0,3.0,0.0,0.0,1.35483871,1.0,80.37383178,0.548387097,0.419354839,0.161290323,0.0,0.258064516,0.548387097,0.0,1.0,3.419354839,1.129032258,0.161290323,1.580645161,1.451612903,17.25806452,0.451612903,0.35483871,0.064516129,0.548387097,0.0,0.0,0.0,0.0,0.0,0.516129032,0.838709677,1.35483871,0.967741935,0.35483871,0.322580645,0.548387097,0.0,0.483870968,0.064516129,0.0,0.032258065,0.032258065,0.064516129,0.032258065,0.032258065,0.032258065,1.322580645,4.741935484,0.774193548,1.387096774,0.612903226,0.096774194,2019.0
1732,Italian Serie A,52380,R. Nainggolan,Cagliari,Midfielder,21,1,1746,7.276190476,5,6,5,0,2.80952381,4,80.82497213,1.142857143,0.523809524,0.80952381,0.047619048,1.19047619,0.714285714,0.238095238,2.095238095,1.523809524,1.047619048,0.0,1.761904762,2.095238095,42.71428571,0.904761905,4.619047619,0.19047619,0.714285714,0.0,0.0,0.0,0.0,0.0,0.523809524,2.285714286,2.80952381,2.142857143,0.571428571,0.904761905,1.142857143,0.095238095,0.761904762,0.0,0.0,0.0,0.238095238,0.238095238,0.19047619,0.047619048,0.0,1.095238095,2.619047619,1.0,1.666666667,0.666666667,0.285714286,2021,29.0,7.0,1972.0,6.890344828,6.0,3.0,3.0,0.0,2.448275862,1.0,84.28720083,1.206896552,0.310344828,1.068965517,0.0,0.172413793,0.482758621,0.068965517,1.413793103,0.931034483,0.896551724,0.068965517,1.551724138,1.862068966,33.13793103,0.310344828,1.75862069,0.137931034,0.482758621,0.0,0.0,0.0,0.0,0.034482759,0.517241379,1.896551724,2.448275862,1.793103448,0.586206897,0.620689655,1.034482759,0.0,0.793103448,0.137931034,0.0,0.137931034,0.068965517,0.206896552,0.103448276,0.068965517,0.068965517,0.448275862,1.379310345,0.931034483,1.482758621,0.551724138,0.103448276,2020.0,31.0,0.0,2620.0,7.162258065,4.0,9.0,6.0,1.0,1.967741935,1.0,84.22350041,1.580645161,0.580645161,1.290322581,0.0,0.838709677,0.774193548,0.032258065,1.903225806,1.612903226,1.741935484,0.096774194,1.838709677,2.032258065,39.25806452,0.419354839,3.258064516,0.290322581,0.774193548,0.0,0.0,0.0,0.0,0.0,0.483870968,1.483870968,1.967741935,1.483870968,0.451612903,0.419354839,1.064516129,0.032258065,0.483870968,0.0,0.0,0.064516129,0.064516129,0.129032258,0.096774194,0.032258065,0.0,0.580645161,2.193548387,0.580645161,1.225806452,0.64516129,0.290322581,2019.0
1733,Italian Serie A,125378,J. Correa,Lazio,Midfielder,22,5,1568,7.245,7,1,0,0,2.863636364,1,82.64150943,0.545454545,0.272727273,0.590909091,0.0,0.318181818,0.681818182,0.045454545,1.227272727,1.909090909,1.681818182,0.272727273,1.045454545,2.181818182,24.09090909,0.090909091,0.727272727,0.0,0.681818182,0.0,0.0,0.0,0.0,0.090909091,2.136363636,0.636363636,2.863636364,2.136363636,0.318181818,1.409090909,0.727272727,0.090909091,0.727272727,0.272727273,0.045454545,0.272727273,0.0,0.318181818,0.227272727,0.0,0.0,0.909090909,2.818181818,1.045454545,1.590909091,0.545454545,0.045454545,2021,34.0,16.0,1919.0,7.029411765,5.0,6.0,5.0,0.0,2.058823529,1.0,86.06557377,0.617647059,0.058823529,0.823529412,0.0,0.205882353,0.382352941,0.088235294,1.676470588,2.058823529,1.205882353,0.235294118,0.764705882,1.676470588,25.11764706,0.176470588,0.529411765,0.147058824,0.382352941,0.0,0.0,0.0,0.0,0.029411765,1.294117647,0.735294118,2.058823529,1.735294118,0.205882353,0.882352941,0.735294118,0.058823529,0.441176471,0.205882353,0.029411765,0.088235294,0.029411765,0.147058824,0.088235294,0.0,0.0,1.558823529,3.617647059,0.970588235,1.558823529,0.588235294,0.176470588,2020.0,21.0,6.0,1199.0,6.72047619,1.0,1.0,5.0,0.0,1.142857143,0.0,83.91304348,0.714285714,0.095238095,1.238095238,0.0,0.523809524,1.0,0.047619048,1.095238095,1.904761905,2.047619048,0.238095238,1.19047619,1.0,21.9047619,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142857143,1.142857143,0.952380952,0.19047619,0.285714286,0.666666667,0.0,0.19047619,0.380952381,0.0,0.047619048,0.0,0.047619048,0.047619048,0.0,0.0,1.666666667,3.571428571,0.714285714,1.428571429,0.714285714,0.047619048,2019.0
1734,Italian Serie A,141726,R. Gosens,Atalanta,Defender,22,1,1768,7.241363636,7,5,2,0,1.727272727,0,78.39433294,1.454545455,1.181818182,0.863636364,0.181818182,1.0,0.863636364,0.227272727,1.272727273,0.5,1.318181818,0.181818182,0.272727273,1.045454545,38.5,0.681818182,0.727272727,0.045454545,0.863636364,0.0,0.0,0.0,0.0,0.136363636,1.227272727,0.363636364,1.727272727,1.272727273,0.454545455,0.636363636,0.5,0.0,0.590909091,0.272727273,0.090909091,0.181818182,0.045454545,0.318181818,0.272727273,0.045454545,0.090909091,0.727272727,1.227272727,0.727272727,2.090909091,1.363636364,0.227272727,2021,28.0,5.0,1947.0,7.113571429,3.0,2.0,2.0,0.0,0.892857143,2.0,78.91504606,2.25,1.357142857,0.928571429,0.321428571,1.714285714,0.607142857,0.142857143,0.642857143,0.714285714,1.107142857,0.285714286,0.285714286,1.392857143,34.89285714,0.571428571,1.0,0.0,0.607142857,0.0,0.0,0.0,0.0,0.142857143,0.571428571,0.178571429,0.892857143,0.678571429,0.214285714,0.321428571,0.5,0.035714286,0.071428571,0.214285714,0.071428571,0.035714286,0.0,0.107142857,0.107142857,0.0,0.035714286,0.714285714,1.428571429,0.642857143,2.178571429,1.535714286,0.071428571,2020.0,21.0,4.0,1451.0,6.937619048,1.0,1.0,1.0,0.0,0.571428571,1.0,80.86592179,2.904761905,1.047619048,1.0,0.142857143,1.714285714,0.904761905,0.095238095,0.761904762,0.476190476,0.714285714,0.285714286,0.285714286,0.904761905,34.0952381,0.285714286,0.80952381,0.047619048,0.904761905,0.0,0.0,0.0,0.0,0.095238095,0.285714286,0.19047619,0.571428571,0.380952381,0.19047619,0.095238095,0.285714286,0.0,0.19047619,0.0,0.047619048,0.0,0.0,0.047619048,0.047619048,0.0,0.0,0.333333333,0.80952381,0.523809524,1.19047619,0.666666667,0.047619048,2019.0
1735,Italian Serie A,87449,M. Brozovic,Inter,Midfielder,23,1,1991,7.235652174,3,5,6,0,1.913043478,2,89.4870171,2.434782609,1.347826087,1.347826087,0.0,0.956521739,1.391304348,0.347826087,1.47826087,0.956521739,0.652173913,0.043478261,0.695652174,1.130434783,68.65217391,0.217391304,5.869565217,0.043478261,1.391304348,0.0,0.0,0.0,0.0,0.0,0.565217391,1.347826087,1.913043478,1.47826087,0.434782609,0.565217391,0.47826087,0.086956522,0.869565217,0.086956522,0.0,0.043478261,0.086956522,0.130434783,0.086956522,0.043478261,0.0,0.260869565,1.217391304,0.565217391,1.347826087,0.782608696,0.217391304,2021,32.0,1.0,2657.0,7.0834375,2.0,1.0,10.0,1.0,0.78125,4.0,90.11904762,3.15625,1.375,1.46875,0.0,0.8125,1.71875,0.25,1.59375,0.6875,0.875,0.0,0.84375,1.40625,78.75,0.84375,7.15625,0.09375,1.71875,0.0,0.0,0.0,0.0,0.0,0.0625,0.71875,0.78125,0.5,0.28125,0.1875,0.34375,0.03125,0.25,0.0,0.0,0.03125,0.03125,0.0625,0.0,0.0625,0.0,0.3125,1.0,1.15625,1.90625,0.75,0.03125,2020.0,31.0,10.0,1924.0,7.2,4.0,9.0,9.0,0.0,1.451612903,3.0,87.92067308,1.935483871,0.580645161,1.064516129,0.032258065,0.419354839,1.419354839,0.225806452,2.0,0.838709677,0.451612903,0.0,0.903225806,1.129032258,53.67741935,0.967741935,4.225806452,0.193548387,1.419354839,0.0,0.0,0.0,0.0,0.032258065,0.35483871,1.064516129,1.451612903,1.161290323,0.290322581,0.451612903,0.709677419,0.032258065,0.290322581,0.064516129,0.0,0.096774194,0.032258065,0.129032258,0.096774194,0.032258065,0.032258065,0.35483871,1.193548387,1.258064516,1.967741935,0.709677419,0.290322581,2019.0
1736,Italian Serie A,148546,L. Pellegrini,Roma,Midfielder,18,0,1508,7.213888889,1,8,4,1,2.722222222,2,81.15183246,1.055555556,0.833333333,1.611111111,0.0,0.611111111,0.833333333,0.0,2.888888889,1.277777778,1.333333333,0.166666667,0.888888889,2.722222222,42.44444444,2.166666667,2.333333333,0.388888889,0.833333333,0.0,0.0,0.0,0.0,0.055555556,1.055555556,1.611111111,2.722222222,1.944444444,0.666666667,0.5,1.222222222,0.055555556,1.0,0.111111111,0.0,0.0,0.055555556,0.055555556,0.055555556,0.0,0.0,0.777777778,2.055555556,1.166666667,2.055555556,0.888888889,0.444444444,2021,25.0,4.0,1828.0,6.9964,2.0,3.0,6.0,0.0,1.76,2.0,79.95283019,1.56,0.48,1.28,0.0,0.76,0.8,0.08,2.36,1.04,1.28,0.16,1.28,1.96,33.92,1.64,1.44,0.12,0.8,0.0,0.0,0.0,0.0,0.04,0.88,0.84,1.76,1.4,0.32,0.52,0.8,0.08,0.44,0.12,0.04,0.04,0.0,0.08,0.04,0.04,0.0,0.64,1.68,1.04,1.8,0.76,0.12,2020.0,28.0,6.0,1812.0,6.978214286,3.0,4.0,2.0,1.0,1.392857143,1.0,81.92640693,1.285714286,1.464285714,0.928571429,0.035714286,0.642857143,0.892857143,0.071428571,1.607142857,0.642857143,1.142857143,0.071428571,1.107142857,1.464285714,33.0,0.857142857,1.321428571,0.071428571,0.892857143,0.0,0.0,0.0,0.0,0.0,0.571428571,0.821428571,1.392857143,1.214285714,0.142857143,0.714285714,0.357142857,0.0,0.321428571,0.178571429,0.0,0.107142857,0.0,0.107142857,0.071428571,0.0,0.035714286,0.535714286,1.178571429,0.857142857,1.821428571,0.964285714,0.142857143,2019.0
1737,Italian Serie A,273539,M. Locatelli,Sassuolo,Midfielder,20,1,1583,7.21,0,4,8,0,1.2,2,85.89641434,2.3,1.05,1.7,0.05,0.9,1.2,0.55,1.65,1.75,2.1,0.0,1.05,1.45,62.75,0.55,3.4,0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.25,0.95,1.2,0.7,0.45,0.25,0.7,0.05,0.25,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.15,1.2,1.95,0.75,0.2,2021,29.0,8.0,1851.0,6.767931034,2.0,4.0,7.0,0.0,1.068965517,1.0,87.30964467,1.517241379,0.931034483,1.206896552,0.0,1.0,0.551724138,0.103448276,1.413793103,0.724137931,1.0,0.0,0.862068966,1.413793103,40.75862069,0.344827586,1.586206897,0.137931034,0.551724138,0.0,0.0,0.0,0.0,0.103448276,0.206896552,0.75862069,1.068965517,0.896551724,0.172413793,0.206896552,0.551724138,0.0,0.310344828,0.068965517,0.068965517,0.0,0.0,0.068965517,0.068965517,0.0,0.0,0.310344828,1.034482759,1.206896552,2.034482759,0.827586207,0.137931034,2020.0,21.0,16.0,667.0,6.36,0.0,0.0,4.0,0.0,0.523809524,0.0,86.1423221,0.761904762,0.428571429,0.666666667,0.0,0.571428571,0.666666667,0.095238095,0.428571429,0.380952381,0.428571429,0.047619048,0.285714286,0.333333333,25.42857143,0.0,1.333333333,0.0,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.523809524,0.523809524,0.428571429,0.095238095,0.238095238,0.238095238,0.0,0.047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095238095,0.476190476,0.523809524,0.761904762,0.238095238,0.0,2019.0
1739,Italian Serie A,22182,M. Veloso,Verona,Midfielder,21,1,1724,7.176666667,2,3,5,0,1.047619048,4,78.79440258,1.666666667,0.952380952,1.19047619,0.0,1.380952381,1.333333333,0.523809524,1.904761905,0.904761905,0.428571429,0.0,0.380952381,0.952380952,44.23809524,1.952380952,3.047619048,0.0,1.333333333,0.0,0.0,0.0,0.0,0.0,0.19047619,0.857142857,1.047619048,0.571428571,0.476190476,0.19047619,0.428571429,0.047619048,0.428571429,0.047619048,0.0,0.0,0.095238095,0.095238095,0.047619048,0.047619048,0.0,0.047619048,0.952380952,1.19047619,2.80952381,1.619047619,0.142857143,2021,21.0,7.0,1259.0,6.485714286,0.0,1.0,7.0,0.0,1.428571429,0.0,79.53321364,1.476190476,0.619047619,1.428571429,0.0,0.904761905,0.80952381,0.047619048,1.142857143,0.142857143,0.285714286,0.0,0.285714286,0.666666667,26.52380952,0.952380952,1.238095238,0.0,0.80952381,0.0,0.0,0.0,0.0,0.0,0.047619048,1.380952381,1.428571429,0.904761905,0.476190476,0.142857143,0.80952381,0.047619048,0.476190476,0.047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238095238,0.380952381,0.952380952,1.523809524,0.571428571,0.047619048,2020.0,22.0,1.0,1743.0,6.677272727,1.0,0.0,4.0,0.0,1.272727273,0.0,82.52714709,1.818181818,0.590909091,1.363636364,0.0,1.363636364,1.363636364,0.136363636,0.909090909,0.363636364,0.227272727,0.0,0.363636364,0.727272727,46.04545455,1.136363636,3.954545455,0.0,1.363636364,0.0,0.0,0.0,0.0,0.0,0.045454545,1.227272727,1.272727273,0.954545455,0.318181818,0.272727273,0.454545455,0.0,0.545454545,0.0,0.0,0.0,0.045454545,0.045454545,0.0,0.045454545,0.0,0.090909091,0.454545455,0.727272727,1.681818182,0.954545455,0.0,2019.0
1740,Italian Serie A,303657,R. Bentancur,Juventus,Midfielder,19,4,1323,7.166315789,0,6,7,0,0.368421053,0,90.10416667,1.842105263,1.368421053,1.789473684,0.052631579,1.105263158,0.842105263,0.157894737,1.473684211,1.0,0.842105263,0.157894737,0.684210526,1.105263158,50.52631579,0.684210526,1.736842105,0.052631579,0.842105263,0.0,0.0,0.0,0.0,0.0,0.052631579,0.315789474,0.368421053,0.315789474,0.052631579,0.105263158,0.105263158,0.052631579,0.157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947,1.631578947,0.894736842,2.157894737,1.263157895,0.315789474,2021,31.0,10.0,1996.0,6.842580645,2.0,3.0,7.0,1.0,0.64516129,1.0,87.19008264,1.677419355,1.387096774,1.258064516,0.0,1.225806452,0.677419355,0.258064516,0.774193548,0.580645161,0.451612903,0.064516129,0.741935484,0.870967742,39.03225806,0.258064516,2.129032258,0.0,0.677419355,0.0,0.0,0.0,0.0,0.064516129,0.129032258,0.451612903,0.64516129,0.548387097,0.096774194,0.096774194,0.290322581,0.0,0.258064516,0.032258065,0.032258065,0.032258065,0.0,0.064516129,0.064516129,0.0,0.032258065,0.483870968,1.064516129,0.870967742,2.0,1.129032258,0.096774194,2020.0,20.0,15.0,568.0,6.408,0.0,0.0,0.0,0.0,0.25,0.0,88.23529412,0.9,0.15,0.7,0.0,0.65,0.7,0.05,0.4,0.45,0.6,0.0,0.35,0.15,26.35,0.0,1.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.15,0.1,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.55,0.25,0.8,0.55,0.0,2019.0
1741,Italian Serie A,86935,J. Pedro,Cagliari,Midfielder,25,0,2280,7.1648,16,2,5,0,2.32,2,78.51099831,0.56,0.32,1.24,0.04,0.72,0.48,0.24,0.92,0.88,2.04,0.2,1.04,2.52,23.64,0.04,1.84,0.08,0.48,0.0,0.0,0.0,0.0,0.24,1.72,0.36,2.32,1.8,0.24,1.0,0.96,0.04,0.36,0.84,0.08,0.52,0.04,0.64,0.4,0.04,0.16,0.72,1.6,2.76,5.04,2.28,0.08,2021,34.0,4.0,2571.0,6.649411765,7.0,2.0,4.0,1.0,1.823529412,1.0,74.48840382,0.5,0.176470588,1.411764706,0.029411765,0.382352941,0.205882353,0.147058824,0.970588235,0.558823529,1.558823529,0.264705882,1.235294118,1.676470588,21.55882353,0.5,0.617647059,0.029411765,0.205882353,0.0,0.0,0.0,0.0,0.117647059,1.058823529,0.647058824,1.823529412,1.382352941,0.294117647,0.558823529,0.794117647,0.088235294,0.470588235,0.441176471,0.058823529,0.147058824,0.0,0.205882353,0.088235294,0.0,0.029411765,0.941176471,1.5,2.617647059,4.676470588,2.058823529,0.058823529,2020.0,22.0,3.0,1664.0,6.594090909,5.0,1.0,6.0,1.0,1.818181818,1.0,71.90775681,0.681818182,0.5,1.545454545,0.0,0.863636364,0.545454545,0.045454545,0.772727273,0.727272727,2.0,0.090909091,1.409090909,1.454545455,21.68181818,0.227272727,1.227272727,0.090909091,0.545454545,0.0,0.0,0.0,0.0,0.136363636,0.590909091,1.090909091,1.818181818,1.136363636,0.636363636,0.5,0.636363636,0.0,0.681818182,0.181818182,0.0,0.181818182,0.045454545,0.227272727,0.181818182,0.0,0.045454545,0.5,1.227272727,2.454545455,3.727272727,1.272727273,0.045454545,2019.0
